Programme,Country,Region,Year,Quarter,Period,Budget_USD,Expenditure_USD,Budget_Utilization_Pct,Target_Output,Actual_Output,Output_Achievement_Pct,Outcome_Score_1to5,Community_Feedback_Score,Complaints_Received,Complaints_Resolved
Youth & Volunteerism,Zambia,Southern Africa,2021,Q2,2021-Q2,232372,208739,89.8,7354,5969,81.2,3.1,4.8,9,14
Youth & Volunteerism,Zambia,Southern Africa,2021,Q3,2021-Q3,476806,373782,78.4,29506,26909,91.2,3.5,4.5,16,6
Youth & Volunteerism,Zambia,Southern Africa,2021,Q4,2021-Q4,371086,303998,81.9,19003,15218,80.1,3.5,4.6,5,1
Youth & Volunteerism,Zambia,Southern Africa,2022,Q1,2022-Q1,68465,57085,83.4,30084,21592,71.8,4.7,3.1,10,9
Youth & Volunteerism,Zambia,Southern Africa,2022,Q2,2022-Q2,106262,100446,94.5,15015,12206,81.3,3.4,4.3,11,13
Youth & Volunteerism,Zambia,Southern Africa,2022,Q3,2022-Q3,272510,264029,96.9,33162,29288,88.3,4.4,4.5,17,5
Youth & Volunteerism,Zambia,Southern Africa,2022,Q4,2022-Q4,385266,312162,81.0,30625,20743,67.7,4.1,4.5,11,18
Youth & Volunteerism,Zambia,Southern Africa,2023,Q1,2023-Q1,224020,209774,93.6,2650,1975,74.5,5.0,3.9,17,19
Youth & Volunteerism,Zambia,Southern Africa,2023,Q2,2023-Q2,124102,75675,61.0,7099,7364,103.7,3.4,3.3,23,18
Youth & Volunteerism,Zambia,Southern Africa,2023,Q3,2023-Q3,343230,222611,64.9,11477,9523,83.0,4.2,3.1,10,10
Youth & Volunteerism,Zambia,Southern Africa,2023,Q4,2023-Q4,27437,18693,68.1,11863,9966,84.0,2.7,3.1,14,4
Youth & Volunteerism,Zambia,Southern Africa,2024,Q1,2024-Q1,281853,199298,70.7,22736,20996,92.3,4.7,4.8,3,13
Youth & Volunteerism,Zambia,Southern Africa,2024,Q2,2024-Q2,157784,105782,67.0,36124,31116,86.1,3.2,3.2,23,0
Youth & Volunteerism,Zambia,Southern Africa,2024,Q3,2024-Q3,256222,233517,91.1,10239,8854,86.5,3.1,3.5,20,14
Youth & Volunteerism,Zambia,Southern Africa,2024,Q4,2024-Q4,354976,353659,99.6,39904,29449,73.8,4.4,4.7,3,1
Youth & Volunteerism,Zambia,Southern Africa,2025,Q1,2025-Q1,134621,111572,82.9,14298,12899,90.2,4.9,3.6,13,17
Youth & Volunteerism,Zambia,Southern Africa,2025,Q2,2025-Q2,426000,357042,83.8,12885,12666,98.3,4.2,3.8,19,12
Youth & Volunteerism,Zambia,Southern Africa,2025,Q3,2025-Q3,133318,126903,95.2,24812,21070,84.9,3.5,3.9,6,6
Youth & Volunteerism,Zambia,Southern Africa,2025,Q4,2025-Q4,376320,354152,94.1,39803,36254,91.1,4.1,3.1,0,11
Youth & Volunteerism,Egypt,North Africa,2021,Q1,2021-Q1,446654,364857,81.7,25841,20683,80.0,4.5,3.1,0,9
Youth & Volunteerism,Egypt,North Africa,2021,Q2,2021-Q2,490105,325143,66.3,22117,12070,54.6,3.5,3.5,16,3
Youth & Volunteerism,Egypt,North Africa,2021,Q3,2021-Q3,386643,284244,73.5,34711,22834,65.8,3.1,4.7,20,14
Youth & Volunteerism,Egypt,North Africa,2021,Q4,2021-Q4,237083,206693,87.2,28895,20208,69.9,3.1,3.8,11,11
Youth & Volunteerism,Egypt,North Africa,2022,Q1,2022-Q1,454207,364585,80.3,37551,37526,99.9,3.5,4.8,13,16
Youth & Volunteerism,Egypt,North Africa,2022,Q2,2022-Q2,421122,327021,77.7,24008,20666,86.1,4.4,4.9,3,5
Youth & Volunteerism,Egypt,North Africa,2022,Q3,2022-Q3,260555,250922,96.3,30074,13672,45.5,4.1,4.9,11,5
Youth & Volunteerism,Egypt,North Africa,2022,Q4,2022-Q4,309802,199810,64.5,40986,29370,71.7,3.6,3.4,5,17
Youth & Volunteerism,Egypt,North Africa,2023,Q1,2023-Q1,248524,237997,95.8,27006,22855,84.6,2.8,4.6,9,13
Youth & Volunteerism,Egypt,North Africa,2023,Q2,2023-Q2,352454,309756,87.9,20562,19136,93.1,3.4,4.8,22,19
Youth & Volunteerism,Egypt,North Africa,2023,Q3,2023-Q3,494943,490158,99.0,8502,9753,114.7,3.2,4.2,2,3
Youth & Volunteerism,Egypt,North Africa,2023,Q4,2023-Q4,66996,51979,77.6,44573,49548,111.2,3.3,3.1,0,19
Youth & Volunteerism,Egypt,North Africa,2024,Q1,2024-Q1,235628,165194,70.1,8794,7730,87.9,4.0,4.2,15,19
Youth & Volunteerism,Egypt,North Africa,2024,Q2,2024-Q2,305597,230808,75.5,8534,5471,64.1,3.6,4.7,20,14
Youth & Volunteerism,Egypt,North Africa,2024,Q3,2024-Q3,283906,224425,79.0,40091,33883,84.5,4.1,3.1,25,1
Youth & Volunteerism,Egypt,North Africa,2024,Q4,2024-Q4,370072,318756,86.1,20999,18667,88.9,4.6,4.9,13,6
Youth & Volunteerism,Egypt,North Africa,2025,Q1,2025-Q1,136852,136705,99.9,31794,29769,93.6,3.6,4.1,17,12
Youth & Volunteerism,Egypt,North Africa,2025,Q2,2025-Q2,80031,53059,66.3,14816,8897,60.0,4.6,4.8,15,3
Youth & Volunteerism,Egypt,North Africa,2025,Q3,2025-Q3,203822,158953,78.0,32405,24103,74.4,4.2,3.6,13,20
Youth & Volunteerism,Egypt,North Africa,2025,Q4,2025-Q4,389012,374935,96.4,27939,21934,78.5,4.2,4.3,0,11
Youth & Volunteerism,Morocco,North Africa,2021,Q1,2021-Q1,430096,354296,82.4,16675,18718,112.3,2.6,4.3,16,9
Youth & Volunteerism,Morocco,North Africa,2021,Q2,2021-Q2,160304,145212,90.6,45167,40580,89.8,4.4,4.5,8,9
Youth & Volunteerism,Morocco,North Africa,2021,Q3,2021-Q3,459607,317364,69.1,29178,29214,100.1,3.3,4.9,21,7
Youth & Volunteerism,Morocco,North Africa,2021,Q4,2021-Q4,22179,14207,64.1,29168,19885,68.2,3.7,3.9,1,0
Youth & Volunteerism,Morocco,North Africa,2022,Q1,2022-Q1,33760,24658,73.0,12051,8624,71.6,4.3,5.0,25,11
Youth & Volunteerism,Morocco,North Africa,2022,Q2,2022-Q2,460805,424780,92.2,36010,32516,90.3,4.7,3.7,23,19
Youth & Volunteerism,Morocco,North Africa,2022,Q3,2022-Q3,186446,136097,73.0,23960,18149,75.7,4.9,3.3,5,18
Youth & Volunteerism,Morocco,North Africa,2022,Q4,2022-Q4,245454,235931,96.1,17848,15232,85.3,2.7,4.6,17,12
Youth & Volunteerism,Morocco,North Africa,2023,Q1,2023-Q1,121009,79960,66.1,42387,42231,99.6,3.9,3.2,20,12
Youth & Volunteerism,Morocco,North Africa,2023,Q2,2023-Q2,454398,442062,97.3,5380,3766,70.0,3.6,4.5,25,18
Youth & Volunteerism,Morocco,North Africa,2023,Q3,2023-Q3,244973,196078,80.0,10445,6390,61.2,3.0,4.1,20,12
Youth & Volunteerism,Morocco,North Africa,2023,Q4,2023-Q4,401740,311785,77.6,13384,13063,97.6,3.5,4.3,12,10
Youth & Volunteerism,Morocco,North Africa,2024,Q1,2024-Q1,291202,255151,87.6,12383,10286,83.1,3.5,3.2,13,7
Youth & Volunteerism,Morocco,North Africa,2024,Q2,2024-Q2,72207,50137,69.4,48532,38614,79.6,2.6,5.0,25,4
Youth & Volunteerism,Morocco,North Africa,2024,Q3,2024-Q3,284375,254408,89.5,9757,7599,77.9,4.5,4.8,20,18
Youth & Volunteerism,Morocco,North Africa,2024,Q4,2024-Q4,431189,362078,84.0,27690,30638,110.6,3.0,4.6,24,20
Youth & Volunteerism,Morocco,North Africa,2025,Q1,2025-Q1,156435,153669,98.2,38235,42576,111.4,3.3,3.8,5,10
Youth & Volunteerism,Morocco,North Africa,2025,Q2,2025-Q2,126830,113368,89.4,8111,7836,96.6,4.8,4.3,2,0
Youth & Volunteerism,Morocco,North Africa,2025,Q3,2025-Q3,249334,228374,91.6,2756,2142,77.7,3.8,3.4,20,18
Youth & Volunteerism,Morocco,North Africa,2025,Q4,2025-Q4,100241,85605,85.4,3823,2932,76.7,3.2,4.6,19,17
Youth & Volunteerism,Sudan,North Africa,2021,Q1,2021-Q1,61299,56593,92.3,39473,25725,65.2,4.1,5.0,12,0
Youth & Volunteerism,Sudan,North Africa,2021,Q2,2021-Q2,409199,347424,84.9,10555,8734,82.7,2.6,3.0,14,20
Youth & Volunteerism,Sudan,North Africa,2021,Q3,2021-Q3,351088,255642,72.8,25469,23667,92.9,4.6,3.5,5,7
Youth & Volunteerism,Sudan,North Africa,2021,Q4,2021-Q4,362109,264432,73.0,16532,12778,77.3,3.1,4.8,9,6
Youth & Volunteerism,Sudan,North Africa,2022,Q1,2022-Q1,300712,240888,80.1,18072,12735,70.5,4.1,3.8,23,12
Youth & Volunteerism,Sudan,North Africa,2022,Q2,2022-Q2,423907,311941,73.6,19070,21328,111.8,4.1,4.2,21,1
Youth & Volunteerism,Sudan,North Africa,2022,Q3,2022-Q3,164160,117770,71.7,7437,5900,79.3,3.5,4.3,4,20
Youth & Volunteerism,Sudan,North Africa,2022,Q4,2022-Q4,32132,31033,96.6,43837,30640,69.9,2.6,3.5,18,3
Youth & Volunteerism,Sudan,North Africa,2023,Q1,2023-Q1,78160,52952,67.7,32089,13800,43.0,4.3,3.5,19,3
Youth & Volunteerism,Sudan,North Africa,2023,Q2,2023-Q2,76139,63789,83.8,11295,9755,86.4,4.7,4.8,9,8
Youth & Volunteerism,Sudan,North Africa,2023,Q3,2023-Q3,489030,480967,98.4,13837,12265,88.6,3.1,3.4,2,2
Youth & Volunteerism,Sudan,North Africa,2023,Q4,2023-Q4,279126,168199,60.3,25684,22461,87.5,4.3,4.9,6,12
Youth & Volunteerism,Sudan,North Africa,2024,Q1,2024-Q1,72780,49110,67.5,34180,35837,104.8,4.8,4.3,25,0
Youth & Volunteerism,Sudan,North Africa,2024,Q2,2024-Q2,236921,234105,98.8,6821,6550,96.0,3.4,3.7,15,20
Youth & Volunteerism,Sudan,North Africa,2024,Q3,2024-Q3,60009,49039,81.7,15781,15558,98.6,4.4,3.7,21,13
Youth & Volunteerism,Sudan,North Africa,2024,Q4,2024-Q4,216741,175325,80.9,22551,21990,97.5,3.4,3.0,20,14
Youth & Volunteerism,Sudan,North Africa,2025,Q1,2025-Q1,443912,366218,82.5,12558,10710,85.3,5.0,3.1,5,9
Youth & Volunteerism,Sudan,North Africa,2025,Q2,2025-Q2,25316,21098,83.3,13709,12850,93.7,3.4,4.7,21,18
Youth & Volunteerism,Sudan,North Africa,2025,Q3,2025-Q3,350937,261268,74.4,41757,39524,94.7,3.4,3.0,1,3
Youth & Volunteerism,Sudan,North Africa,2025,Q4,2025-Q4,199731,151019,75.6,24726,19418,78.5,4.1,3.5,15,19
WASH for All,Kenya,East Africa,2021,Q1,2021-Q1,334569,258553,77.3,37814,32844,86.9,4.4,3.8,0,5
WASH for All,Kenya,East Africa,2021,Q2,2021-Q2,293546,225470,76.8,18678,14129,75.6,2.7,3.4,3,6
WASH for All,Kenya,East Africa,2021,Q3,2021-Q3,337776,223563,66.2,3936,4982,126.6,4.9,3.1,17,0
WASH for All,Kenya,East Africa,2021,Q4,2021-Q4,291578,244910,84.0,35537,20958,59.0,3.8,4.0,24,4
WASH for All,Kenya,East Africa,2022,Q1,2022-Q1,133406,126637,94.9,25913,17467,67.4,2.5,3.5,3,6
WASH for All,Kenya,East Africa,2022,Q2,2022-Q2,35465,25667,72.4,23465,24537,104.6,4.0,3.3,4,7
WASH for All,Kenya,East Africa,2022,Q3,2022-Q3,63748,48781,76.5,49693,20924,42.1,4.9,3.1,22,4
WASH for All,Kenya,East Africa,2022,Q4,2022-Q4,160294,157150,98.0,19935,13268,66.6,4.0,4.6,15,6
WASH for All,Kenya,East Africa,2023,Q1,2023-Q1,68218,52675,77.2,24842,24951,100.4,4.7,3.5,22,17
WASH for All,Kenya,East Africa,2023,Q2,2023-Q2,361796,245911,68.0,21288,17694,83.1,3.7,4.8,14,15
WASH for All,Kenya,East Africa,2023,Q3,2023-Q3,248622,181231,72.9,35597,37277,104.7,4.4,4.1,12,6
WASH for All,Kenya,East Africa,2023,Q4,2023-Q4,151120,114999,76.1,13335,13255,99.4,4.9,4.2,6,8
WASH for All,Kenya,East Africa,2024,Q1,2024-Q1,225953,201420,89.1,8743,9139,104.5,3.1,3.5,18,18
WASH for All,Kenya,East Africa,2024,Q2,2024-Q2,183360,162436,88.6,12856,8637,67.2,3.8,4.4,25,6
WASH for All,Kenya,East Africa,2024,Q3,2024-Q3,398567,282095,70.8,33970,22746,67.0,4.0,3.6,13,14
WASH for All,Kenya,East Africa,2024,Q4,2024-Q4,242160,214597,88.6,41081,47967,116.8,4.5,3.5,23,8
WASH for All,Kenya,East Africa,2025,Q1,2025-Q1,447762,322499,72.0,22889,23824,104.1,4.3,4.4,19,3
WASH for All,Kenya,East Africa,2025,Q2,2025-Q2,338397,256208,75.7,27103,27299,100.7,3.5,3.5,13,6
WASH for All,Kenya,East Africa,2025,Q3,2025-Q3,317345,210315,66.3,25128,19149,76.2,4.8,4.7,11,20
WASH for All,Kenya,East Africa,2025,Q4,2025-Q4,449571,423946,94.3,6211,5537,89.1,4.8,3.8,14,5
WASH for All,Ethiopia,East Africa,2021,Q1,2021-Q1,486327,456505,93.9,4212,3065,72.8,4.2,3.1,16,8
WASH for All,Ethiopia,East Africa,2021,Q2,2021-Q2,327688,306430,93.5,28857,28047,97.2,2.9,4.4,9,19
WASH for All,Ethiopia,East Africa,2021,Q3,2021-Q3,453421,312766,69.0,44277,37417,84.5,2.9,4.5,16,11
WASH for All,Ethiopia,East Africa,2021,Q4,2021-Q4,228827,159040,69.5,3962,2913,73.5,3.4,4.1,3,5
WASH for All,Ethiopia,East Africa,2022,Q1,2022-Q1,444170,317131,71.4,23147,23722,102.5,2.9,3.2,13,5
WASH for All,Ethiopia,East Africa,2022,Q2,2022-Q2,207561,151798,73.1,18077,14143,78.2,3.6,4.1,2,6
WASH for All,Ethiopia,East Africa,2022,Q3,2022-Q3,364433,272949,74.9,26357,14599,55.4,4.1,4.9,11,4
WASH for All,Ethiopia,East Africa,2022,Q4,2022-Q4,428690,344731,80.4,22607,15336,67.8,5.0,3.6,3,0
WASH for All,Ethiopia,East Africa,2023,Q1,2023-Q1,187032,114528,61.2,47107,37518,79.6,3.3,3.2,0,10
WASH for All,Ethiopia,East Africa,2023,Q2,2023-Q2,132078,102104,77.3,32498,22076,67.9,3.3,3.2,18,10
WASH for All,Ethiopia,East Africa,2023,Q3,2023-Q3,491200,352901,71.8,17246,13772,79.9,4.3,4.2,17,2
WASH for All,Ethiopia,East Africa,2023,Q4,2023-Q4,222160,171257,77.1,20586,19563,95.0,3.1,3.7,19,6
WASH for All,Ethiopia,East Africa,2024,Q1,2024-Q1,296437,248071,83.7,16251,10946,67.4,2.8,4.8,3,17
WASH for All,Ethiopia,East Africa,2024,Q2,2024-Q2,165777,128663,77.6,48941,37079,75.8,4.1,4.0,19,2
WASH for All,Ethiopia,East Africa,2024,Q3,2024-Q3,320914,304555,94.9,44353,30072,67.8,4.8,4.4,13,13
WASH for All,Ethiopia,East Africa,2024,Q4,2024-Q4,186609,120291,64.5,22979,29182,127.0,2.9,4.6,6,6
WASH for All,Ethiopia,East Africa,2025,Q1,2025-Q1,46036,43013,93.4,34370,40309,117.3,4.1,3.9,15,1
WASH for All,Ethiopia,East Africa,2025,Q2,2025-Q2,163872,142909,87.2,29606,33096,111.8,2.8,4.9,3,3
WASH for All,Ethiopia,East Africa,2025,Q3,2025-Q3,257389,231666,90.0,13215,8355,63.2,2.9,3.8,19,10
WASH for All,Ethiopia,East Africa,2025,Q4,2025-Q4,329943,285278,86.5,27090,27238,100.5,4.1,3.8,7,18
WASH for All,Uganda,East Africa,2021,Q1,2021-Q1,31150,26331,84.5,20680,22459,108.6,3.9,4.3,0,20
WASH for All,Uganda,East Africa,2021,Q2,2021-Q2,430677,347414,80.7,39732,31981,80.5,5.0,3.1,0,14
WASH for All,Uganda,East Africa,2021,Q3,2021-Q3,169089,134665,79.6,10589,7304,69.0,4.9,4.9,12,1
WASH for All,Uganda,East Africa,2021,Q4,2021-Q4,489672,359636,73.4,36961,29406,79.6,4.1,4.1,16,1
WASH for All,Uganda,East Africa,2022,Q1,2022-Q1,196889,182365,92.6,44256,42805,96.7,3.8,4.8,0,2
WASH for All,Uganda,East Africa,2022,Q2,2022-Q2,266359,256604,96.3,8233,8026,97.5,3.8,4.2,25,13
WASH for All,Uganda,East Africa,2022,Q3,2022-Q3,399193,398637,99.9,21726,15073,69.4,3.0,4.8,8,10
WASH for All,Uganda,East Africa,2022,Q4,2022-Q4,415151,372720,89.8,24663,16544,67.1,2.8,5.0,12,2
WASH for All,Uganda,East Africa,2023,Q1,2023-Q1,311740,278192,89.2,22524,25635,113.8,3.9,4.3,15,19
WASH for All,Uganda,East Africa,2023,Q2,2023-Q2,44679,41424,92.7,27777,23810,85.7,3.4,4.7,9,14
WASH for All,Uganda,East Africa,2023,Q3,2023-Q3,278650,185348,66.5,44014,28589,65.0,4.5,4.3,3,11
WASH for All,Uganda,East Africa,2023,Q4,2023-Q4,343997,266490,77.5,8733,5446,62.4,4.1,3.1,0,7
WASH for All,Uganda,East Africa,2024,Q1,2024-Q1,45078,30297,67.2,2681,2867,106.9,4.4,3.8,4,3
WASH for All,Uganda,East Africa,2024,Q2,2024-Q2,189271,168266,88.9,47062,49281,104.7,4.2,4.9,23,13
WASH for All,Uganda,East Africa,2024,Q3,2024-Q3,138668,95133,68.6,13153,15456,117.5,5.0,3.4,2,6
WASH for All,Uganda,East Africa,2024,Q4,2024-Q4,399641,323424,80.9,26174,26569,101.5,3.4,4.1,17,0
WASH for All,Uganda,East Africa,2025,Q1,2025-Q1,380836,263862,69.3,5440,4700,86.4,3.3,3.4,8,1
WASH for All,Uganda,East Africa,2025,Q2,2025-Q2,78092,56973,73.0,5145,3922,76.2,2.6,4.9,9,2
WASH for All,Uganda,East Africa,2025,Q3,2025-Q3,158268,131751,83.2,23582,18939,80.3,4.8,4.0,22,19
WASH for All,Uganda,East Africa,2025,Q4,2025-Q4,435040,360899,83.0,26874,28001,104.2,3.7,4.5,8,5
WASH for All,Tanzania,East Africa,2021,Q1,2021-Q1,92227,76240,82.7,40237,30013,74.6,4.0,4.0,14,3
WASH for All,Tanzania,East Africa,2021,Q2,2021-Q2,86211,55036,63.8,22927,17950,78.3,3.5,4.0,4,18
WASH for All,Tanzania,East Africa,2021,Q3,2021-Q3,485462,451847,93.1,29085,23770,81.7,4.6,4.3,20,14
WASH for All,Tanzania,East Africa,2021,Q4,2021-Q4,370347,265162,71.6,10019,7598,75.8,4.6,4.0,16,16
WASH for All,Tanzania,East Africa,2022,Q1,2022-Q1,146103,116786,79.9,39872,28236,70.8,3.3,3.1,15,15
WASH for All,Tanzania,East Africa,2022,Q2,2022-Q2,167084,101638,60.8,23096,18342,79.4,3.5,4.9,24,15
WASH for All,Tanzania,East Africa,2022,Q3,2022-Q3,138400,131278,94.9,8016,10181,127.0,2.5,3.4,8,9
WASH for All,Tanzania,East Africa,2022,Q4,2022-Q4,392968,239674,61.0,7426,6859,92.4,4.4,3.3,11,17
WASH for All,Tanzania,East Africa,2023,Q1,2023-Q1,458064,434070,94.8,17884,11881,66.4,2.9,4.3,21,20
WASH for All,Tanzania,East Africa,2023,Q2,2023-Q2,405492,389408,96.0,15493,14692,94.8,4.3,3.7,22,2
WASH for All,Tanzania,East Africa,2023,Q3,2023-Q3,59397,49593,83.5,34414,32597,94.7,3.6,4.2,1,6
WASH for All,Tanzania,East Africa,2023,Q4,2023-Q4,26882,19802,73.7,45941,48765,106.1,2.6,3.8,6,14
WASH for All,Tanzania,East Africa,2024,Q1,2024-Q1,449135,436645,97.2,27235,20227,74.3,4.7,3.5,6,15
WASH for All,Tanzania,East Africa,2024,Q2,2024-Q2,74806,52177,69.7,24311,21456,88.3,3.2,4.2,6,18
WASH for All,Tanzania,East Africa,2024,Q3,2024-Q3,419299,342934,81.8,36579,41090,112.3,3.3,4.6,16,10
WASH for All,Tanzania,East Africa,2024,Q4,2024-Q4,418714,280592,67.0,22435,18827,83.9,4.5,4.3,22,14
WASH for All,Tanzania,East Africa,2025,Q1,2025-Q1,363560,317490,87.3,12092,14043,116.1,2.7,4.7,16,3
WASH for All,Tanzania,East Africa,2025,Q2,2025-Q2,499264,310651,62.2,10523,8582,81.6,2.9,4.2,7,11
WASH for All,Tanzania,East Africa,2025,Q3,2025-Q3,222152,198995,89.6,31650,27260,86.1,3.7,4.5,19,16
WASH for All,Tanzania,East Africa,2025,Q4,2025-Q4,126441,92471,73.1,28227,25419,90.1,3.7,4.8,6,2
WASH for All,Somalia,East Africa,2021,Q1,2021-Q1,165667,162728,98.2,29727,24612,82.8,3.1,3.6,5,9
WASH for All,Somalia,East Africa,2021,Q2,2021-Q2,476042,369658,77.7,39830,35434,89.0,3.3,3.7,20,3
WASH for All,Somalia,East Africa,2021,Q3,2021-Q3,97222,82469,84.8,32209,31189,96.8,4.5,3.1,3,3
WASH for All,Somalia,East Africa,2021,Q4,2021-Q4,146124,90464,61.9,3087,3031,98.2,4.5,4.1,14,5
WASH for All,Somalia,East Africa,2022,Q1,2022-Q1,159857,132882,83.1,3873,3846,99.3,4.8,4.0,15,16
WASH for All,Somalia,East Africa,2022,Q2,2022-Q2,257314,210531,81.8,25065,22687,90.5,4.6,4.1,8,3
WASH for All,Somalia,East Africa,2022,Q3,2022-Q3,308517,248894,80.7,7509,6462,86.1,4.8,3.4,11,13
WASH for All,Somalia,East Africa,2022,Q4,2022-Q4,131183,106225,81.0,11871,10266,86.5,4.6,3.2,12,16
WASH for All,Somalia,East Africa,2023,Q1,2023-Q1,245888,225691,91.8,35287,32582,92.3,4.0,3.4,10,1
WASH for All,Somalia,East Africa,2023,Q2,2023-Q2,251389,198431,78.9,19864,15385,77.5,4.2,4.3,11,3
WASH for All,Somalia,East Africa,2023,Q3,2023-Q3,45760,35276,77.1,44508,38135,85.7,3.8,3.1,12,13
WASH for All,Somalia,East Africa,2023,Q4,2023-Q4,121676,117885,96.9,21267,21090,99.2,2.9,4.1,6,12
WASH for All,Somalia,East Africa,2024,Q1,2024-Q1,112612,103763,92.1,40931,35670,87.1,3.1,4.5,8,16
WASH for All,Somalia,East Africa,2024,Q2,2024-Q2,338477,279492,82.6,34349,21526,62.7,4.6,4.8,16,13
WASH for All,Somalia,East Africa,2024,Q3,2024-Q3,77244,66390,85.9,46640,42269,90.6,3.5,4.3,1,20
WASH for All,Somalia,East Africa,2024,Q4,2024-Q4,150518,144996,96.3,9279,10278,110.8,3.5,3.6,7,3
WASH for All,Somalia,East Africa,2025,Q1,2025-Q1,47859,36151,75.5,4338,3192,73.6,3.7,4.0,18,8
WASH for All,Somalia,East Africa,2025,Q2,2025-Q2,145182,121281,83.5,6315,5258,83.3,3.4,4.2,17,3
WASH for All,Somalia,East Africa,2025,Q3,2025-Q3,164420,156410,95.1,16841,14567,86.5,2.6,4.9,19,12
WASH for All,Somalia,East Africa,2025,Q4,2025-Q4,225472,198944,88.2,27748,25853,93.2,3.3,3.3,3,7
WASH for All,Nigeria,West Africa,2021,Q1,2021-Q1,404787,266093,65.7,47330,40890,86.4,4.2,4.7,8,15
WASH for All,Nigeria,West Africa,2021,Q2,2021-Q2,127848,117187,91.7,13208,13044,98.8,4.7,4.9,25,6
WASH for All,Nigeria,West Africa,2021,Q3,2021-Q3,202259,156877,77.6,43739,38531,88.1,4.2,4.8,9,19
WASH for All,Nigeria,West Africa,2021,Q4,2021-Q4,170983,128095,74.9,2203,1711,77.7,4.0,3.0,3,5
WASH for All,Nigeria,West Africa,2022,Q1,2022-Q1,283842,208007,73.3,47906,40980,85.5,4.5,3.4,19,15
WASH for All,Nigeria,West Africa,2022,Q2,2022-Q2,407496,330469,81.1,22009,16314,74.1,3.0,3.2,22,7
WASH for All,Nigeria,West Africa,2022,Q3,2022-Q3,109250,87880,80.4,22651,19790,87.4,2.6,3.2,21,2
WASH for All,Nigeria,West Africa,2022,Q4,2022-Q4,107370,88043,82.0,14277,10504,73.6,4.0,3.1,10,14
WASH for All,Nigeria,West Africa,2023,Q1,2023-Q1,94361,78258,82.9,2834,2623,92.6,2.8,4.2,21,15
WASH for All,Nigeria,West Africa,2023,Q2,2023-Q2,244354,212319,86.9,23892,23058,96.5,2.6,4.7,0,5
WASH for All,Nigeria,West Africa,2023,Q3,2023-Q3,158324,152387,96.3,7044,6294,89.4,4.4,4.3,5,0
WASH for All,Nigeria,West Africa,2023,Q4,2023-Q4,331429,288824,87.1,25078,22495,89.7,4.5,4.3,15,18
WASH for All,Nigeria,West Africa,2024,Q1,2024-Q1,20527,15007,73.1,34001,33076,97.3,2.5,4.4,7,15
WASH for All,Nigeria,West Africa,2024,Q2,2024-Q2,77349,75949,98.2,4960,4025,81.1,4.3,5.0,0,18
WASH for All,Nigeria,West Africa,2024,Q3,2024-Q3,376540,329479,87.5,21048,16508,78.4,3.3,3.5,7,16
WASH for All,Nigeria,West Africa,2024,Q4,2024-Q4,283793,219247,77.3,12964,7620,58.8,3.4,4.3,24,4
WASH for All,Nigeria,West Africa,2025,Q1,2025-Q1,426457,394583,92.5,8154,5743,70.4,4.2,4.3,3,9
WASH for All,Nigeria,West Africa,2025,Q2,2025-Q2,441471,424011,96.0,23998,17920,74.7,2.5,4.7,14,15
WASH for All,Nigeria,West Africa,2025,Q3,2025-Q3,405254,327607,80.8,24988,18369,73.5,3.6,3.5,17,8
WASH for All,Nigeria,West Africa,2025,Q4,2025-Q4,367817,258093,70.2,33882,29955,88.4,3.8,4.6,8,11
WASH for All,Ghana,West Africa,2021,Q1,2021-Q1,260517,233817,89.8,2888,2892,100.1,3.6,4.9,11,9
WASH for All,Ghana,West Africa,2021,Q2,2021-Q2,392326,323306,82.4,23871,28648,120.0,3.1,3.5,16,19
WASH for All,Ghana,West Africa,2021,Q3,2021-Q3,273941,231354,84.5,9389,7642,81.4,4.6,4.4,8,16
WASH for All,Ghana,West Africa,2021,Q4,2021-Q4,401794,347444,86.5,43929,37413,85.2,2.7,3.7,0,4
WASH for All,Ghana,West Africa,2022,Q1,2022-Q1,235125,229047,97.4,16434,12929,78.7,2.9,3.9,21,4
WASH for All,Ghana,West Africa,2022,Q2,2022-Q2,207272,153864,74.2,34625,33132,95.7,4.2,4.9,0,7
WASH for All,Ghana,West Africa,2022,Q3,2022-Q3,322820,240565,74.5,47600,43710,91.8,3.0,3.1,13,11
WASH for All,Ghana,West Africa,2022,Q4,2022-Q4,128164,101926,79.5,7850,6872,87.5,3.6,3.7,6,12
WASH for All,Ghana,West Africa,2023,Q1,2023-Q1,354880,348869,98.3,9073,8408,92.7,2.9,4.5,8,20
WASH for All,Ghana,West Africa,2023,Q2,2023-Q2,375887,334842,89.1,37711,37832,100.3,3.6,4.8,14,16
WASH for All,Ghana,West Africa,2023,Q3,2023-Q3,111725,74497,66.7,19387,15958,82.3,4.5,4.2,21,11
WASH for All,Ghana,West Africa,2023,Q4,2023-Q4,485565,352508,72.6,23705,19810,83.6,2.9,3.1,12,18
WASH for All,Ghana,West Africa,2024,Q1,2024-Q1,238782,159195,66.7,20104,12251,60.9,3.1,4.8,9,6
WASH for All,Ghana,West Africa,2024,Q2,2024-Q2,41548,33489,80.6,39979,32204,80.6,4.3,3.1,16,10
WASH for All,Ghana,West Africa,2024,Q3,2024-Q3,457346,341210,74.6,42132,27218,64.6,2.8,4.7,3,13
WASH for All,Ghana,West Africa,2024,Q4,2024-Q4,436983,426396,97.6,31820,26615,83.6,2.7,3.7,18,11
